dateCrawled,name,price,,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,postalCode,lastSeen
2016-03-21 3:47,PEUGEOT_1007_75__1.4____orig._75000_km___TÃ?Å?�V_Neu_3/18,3990,peugeot 1_reihe kleinwagen Manual 2007 4,test,kleinwagen,2007,Manual,75,1_reihe,80000,4,benzin,peugeot,nein,2016-03-19 0:00,66386,2016-04-05 12:50
2016-03-21 16:38,Peugeot_206_75_Grand_Filou_Cool,1995,peugeot 2_reihe kleinwagen Manual 2002 4,control,kleinwagen,2002,Manual,75,2_reihe,150000,4,benzin,peugeot,nein,2016-03-21 0:00,63667,2016-04-06 15:44
2016-03-21 23:56,Peugeot_106,900,peugeot 1_reihe kleinwagen Automatic 1998 5,test,kleinwagen,1998,Automatic,75,1_reihe,100000,5,benzin,peugeot,nein,2016-03-21 0:00,33803,2016-03-22 7:42
2016-03-22 18:37,Peugeot_106,700,peugeot 1_reihe kleinwagen Manual 1995 0,control,kleinwagen,1995,Manual,75,1_reihe,150000,0,,peugeot,,2016-03-22 0:00,99974,2016-04-06 10:15
2016-03-22 18:57,Peugeot_206_1_4_75_PS_TÃ?Å?�V_02/2018,1500,peugeot 2_reihe kleinwagen Manual 2003 2,control,kleinwagen,2003,Manual,75,2_reihe,150000,2,benzin,peugeot,,2016-03-22 0:00,26689,2016-04-06 12:15
2016-03-22 23:37,Peugeot_206+_75,4450,peugeot 2_reihe kleinwagen Manual 2009 2,test,kleinwagen,2009,Manual,75,2_reihe,60000,2,benzin,peugeot,nein,2016-03-22 0:00,46147,2016-04-07 6:46
2016-03-23 11:42,Peugeot_206_1.4i_TÃ?Å?�V_NEU+8_Fach_Bereift+PANORAMADACH+4_TÃ?Å?�RER+,1450,peugeot 2_reihe kleinwagen Manual 1999 8,test,kleinwagen,1999,Manual,75,2_reihe,150000,8,benzin,peugeot,nein,2016-03-23 0:00,21423,2016-04-01 15:15
2016-03-23 17:37,Peugeot_206_75,690,peugeot 2_reihe kleinwagen Manual 1999 1,control,kleinwagen,1999,Manual,75,2_reihe,150000,1,benzin,peugeot,nein,2016-03-23 0:00,72270,2016-04-05 21:18
2016-03-23 22:36,Peugeot_206_75_Grand_Filou_Cool,2850,peugeot 2_reihe kleinwagen Manual 2006 7,test,kleinwagen,2006,Manual,75,2_reihe,100000,7,benzin,peugeot,nein,2016-03-23 0:00,67547,2016-04-06 17:45
2016-03-24 10:58,Peugeot_206_75,1000,peugeot 2_reihe kleinwagen Manual 2004 12,test,kleinwagen,2004,Manual,75,2_reihe,125000,12,benzin,peugeot,ja,2016-03-24 0:00,66773,2016-03-24 11:45
2016-03-24 13:50,Peugeot_206_+,3500,peugeot 2_reihe kleinwagen Manual 2010 2,control,kleinwagen,2010,Manual,75,2_reihe,100000,2,benzin,peugeot,ja,2016-03-24 0:00,78467,2016-03-24 13:50
2016-03-25 10:45,Peugeot_306_Kombi__Sondermodell_XR__1.Besitzer__nur_154000km__TÃ?Å?�V,1300,peugeot 3_reihe kombi Manual 1997 8,test,kombi,1997,Manual,75,3_reihe,150000,8,benzin,peugeot,nein,2016-03-25 0:00,28209,2016-03-26 20:15
2016-03-25 13:45,Peugeot_106,1000,peugeot 1_reihe kleinwagen Manual 1997 9,test,kleinwagen,1997,Manual,75,1_reihe,125000,9,benzin,peugeot,nein,2016-03-25 0:00,9114,2016-04-06 15:45
2016-03-26 10:56,Verkaufe_Peugeot_306_Break_zum_herrichten_oder_Ausschlachten,650,peugeot 3_reihe kombi Manual 2001 5,test,kombi,2001,Manual,75,3_reihe,150000,5,benzin,peugeot,nein,2016-03-26 0:00,82418,2016-03-29 13:18
2016-03-26 19:49,Peugeot_206_XS_/_Klima_/_Funkfernbedienung_/_Alu,1285,peugeot 2_reihe kleinwagen Manual 2000 1,control,kleinwagen,2000,Manual,75,2_reihe,150000,1,benzin,peugeot,nein,2016-03-26 0:00,52525,2016-04-06 9:46
2016-03-26 22:36,Peugeot_307_auto,1750,peugeot andere kleinwagen Manual 2003 11,test,kleinwagen,2003,Manual,75,andere,5000,11,benzin,peugeot,nein,2016-03-26 0:00,66115,2016-04-07 0:18
2016-03-28 14:40,Peogeot_206,1400,peugeot 2_reihe kleinwagen Manual 2002 3,test,kleinwagen,2002,Manual,75,2_reihe,150000,3,benzin,peugeot,nein,2016-03-28 0:00,63477,2016-03-30 5:16
2016-03-28 14:50,Peugeot_206_75_Automatik,2750,peugeot 2_reihe kleinwagen Automatic 2005 11,test,kleinwagen,2005,Automatic,75,2_reihe,80000,11,benzin,peugeot,ja,2016-03-28 0:00,10777,2016-04-04 17:18
2016-03-28 15:56,Peugeot_206_Tuev_Neu,1700,peugeot 2_reihe kleinwagen Manual 2003 1,control,kleinwagen,2003,Manual,75,2_reihe,150000,1,benzin,peugeot,nein,2016-03-28 0:00,53773,2016-04-06 20:46
2016-03-29 1:56,Peugeot_Peugeot_206+_75PS__8fach_bereift__Dachgepaecktr,5990,peugeot 2_reihe kleinwagen Manual 2010 3,control,kleinwagen,2010,Manual,75,2_reihe,40000,3,benzin,peugeot,nein,2016-03-29 0:00,71139,2016-04-05 17:26
2016-03-29 13:38,Peugeot_307_Scheckheft_gepflegt.,1990,peugeot 3_reihe kleinwagen Manual 2002 6,control,kleinwagen,2002,Manual,75,3_reihe,125000,6,benzin,peugeot,nein,2016-03-29 0:00,63589,2016-04-05 22:46
2016-03-30 14:53,Peugeot_206__103000_km__Tuev_bis_12.2017,1999,peugeot 2_reihe kleinwagen Manual 2004 7,control,kleinwagen,2004,Manual,75,2_reihe,125000,7,benzin,peugeot,nein,2016-03-30 0:00,90439,2016-04-07 5:44
2016-03-30 21:38,Peugeot_206_TÃ?Å?�V_neu,1000,peugeot 2_reihe kleinwagen Manual 1999 6,test,kleinwagen,1999,Manual,75,2_reihe,150000,6,benzin,peugeot,,2016-03-30 0:00,30952,2016-04-05 11:45
2016-03-31 0:49,Peugeot_206+_75_1.Hand_?_Scheckheft_gepflegt_?_Euro_4,3500,peugeot 2_reihe kleinwagen Manual 2009 8,control,kleinwagen,2009,Manual,75,2_reihe,80000,8,benzin,peugeot,nein,2016-03-30 0:00,70437,2016-03-31 6:39
2016-03-31 16:53,Peugeot_206_75,1100,peugeot 2_reihe kleinwagen Manual 1999 10,control,kleinwagen,1999,Manual,75,2_reihe,150000,10,benzin,peugeot,nein,2016-03-31 0:00,65589,2016-03-31 21:49
2016-04-01 16:39,Peugeot_206_Silber_mit_neuem_TÃ?Å?�V,1300,peugeot  kleinwagen Manual 1999 0,control,kleinwagen,1999,Manual,75,,150000,0,benzin,peugeot,,2016-04-01 0:00,45357,2016-04-05 11:44
2016-04-02 7:32,Peugeot_206,1150,peugeot 2_reihe kleinwagen Manual 2002 0,test,kleinwagen,2002,Manual,75,2_reihe,150000,0,benzin,peugeot,,2016-04-02 0:00,56288,2016-04-05 17:26
2016-04-02 14:56,Peugeot_306_TÃ?Å?�V_Jan_2018,999,peugeot 3_reihe kleinwagen Manual 1997 4,test,kleinwagen,1997,Manual,75,3_reihe,150000,4,benzin,peugeot,nein,2016-04-02 0:00,78098,2016-04-06 13:17
2016-04-02 21:53,Peugeot_206_75,595,peugeot 2_reihe kleinwagen Manual 2000 9,test,kleinwagen,2000,Manual,75,2_reihe,150000,9,benzin,peugeot,nein,2016-04-02 0:00,70190,2016-04-04 21:15
2016-04-03 11:59,Peugeot_206_75,1400,peugeot 2_reihe kleinwagen Manual 2001 6,control,kleinwagen,2001,Manual,75,2_reihe,150000,6,benzin,peugeot,nein,2016-04-03 0:00,91353,2016-04-07 13:16
2016-04-03 18:49,Peugeot_206_60_Style,1150,peugeot 2_reihe kleinwagen Manual 2000 2,control,kleinwagen,2000,Manual,75,2_reihe,150000,2,benzin,peugeot,nein,2016-04-03 0:00,32584,2016-04-05 19:18
2016-04-03 19:37,Peugeot_306_XR,999,peugeot 3_reihe limousine Manual 1996 2,test,limousine,1996,Manual,75,3_reihe,150000,2,benzin,peugeot,nein,2016-04-03 0:00,97877,2016-04-05 20:15
2016-04-03 22:38,Schoener_Peugeot_206_Tuev_04.2018,1199,peugeot 2_reihe kleinwagen Manual 2001 2,control,kleinwagen,2001,Manual,75,2_reihe,150000,2,benzin,peugeot,,2016-04-03 0:00,78224,2016-04-06 0:45
2016-04-03 23:54,Peugeot_306_Palm_Beach,850,peugeot 3_reihe limousine Manual 1998 9,control,limousine,1998,Manual,75,3_reihe,150000,9,benzin,peugeot,nein,2016-04-03 0:00,50129,2016-04-04 7:43
2016-04-04 17:49,Peugeot_206+_75_TÃ?Å?�V_neu,3700,peugeot 2_reihe kleinwagen Manual 2009 6,test,kleinwagen,2009,Manual,75,2_reihe,150000,6,benzin,peugeot,nein,2016-04-04 0:00,89077,2016-04-06 19:47
2016-04-04 19:36,Peugeot_206_75_JBL__Euro_4__TÃ?Å?�V_03/18__1._Hand,3200,peugeot 2_reihe kleinwagen Manual 2007 8,test,kleinwagen,2007,Manual,75,2_reihe,125000,8,benzin,peugeot,nein,2016-04-04 0:00,97653,2016-04-06 21:45
2016-04-04 19:48,Peugeot_206_mit_Schiebedach_TÃ?Å?�V_8/2016,700,peugeot 1_reihe kleinwagen Manual 2001 8,test,kleinwagen,2001,Manual,75,1_reihe,150000,8,benzin,peugeot,nein,2016-04-04 0:00,86179,2016-04-06 22:16
2016-03-06 0:51,Schicker_Twingo_16V_mit_grossem_Faltdach_fast_ein_Cabrio_TÃ?Å?�V_NEU,1290,renault twingo kleinwagen Manual 2003 1,control,kleinwagen,2003,Manual,75,twingo,125000,1,benzin,renault,,2016-03-03 0:00,29462,2016-03-06 10:44
2016-03-07 16:44,Verkaufe_ein_Twingo,1400,renault twingo kleinwagen Manual 2003 12,control,kleinwagen,2003,Manual,75,twingo,150000,12,,renault,nein,2016-03-07 0:00,66955,2016-04-05 16:47
2016-03-08 8:36,Clio_neues_Modell_5tuerig__ABS_Airbags_HU_03/2018,1500,renault clio kleinwagen Manual 2001 12,test,kleinwagen,2001,Manual,75,clio,150000,12,benzin,renault,nein,2016-03-08 0:00,50259,2016-03-21 8:44
2016-03-10 0:48,TWINGO_1.2_16V_DYNAMIQUE_/ABS/SR/ZV/EF/WFS/AIR/BC/5GANG,1380,renault twingo kleinwagen Manual 2003 6,control,kleinwagen,2003,Manual,75,twingo,150000,6,benzin,renault,nein,2016-02-18 0:00,25436,2016-03-22 22:15
2016-03-07 19:44,Renault_Clio_1.2_16V_Dynamique,500,renault clio kleinwagen Manual 2001 7,control,kleinwagen,2001,Manual,75,clio,150000,7,benzin,renault,nein,2016-03-07 0:00,28259,2016-03-08 11:46
2016-03-09 12:59,Renault_Clio,900,renault clio kleinwagen Manual 2001 7,control,kleinwagen,2001,Manual,75,clio,125000,7,benzin,renault,nein,2016-03-09 0:00,75382,2016-03-10 9:15
2016-03-11 18:50,Renault_Clio_1.2_16_V_TechLine,900,renault clio kleinwagen Manual 2001 3,test,kleinwagen,2001,Manual,75,clio,150000,3,benzin,renault,nein,2016-03-11 0:00,10559,2016-04-03 20:18
2016-03-14 14:52,Renault_Clio_1.2_16_V,1400,renault clio kleinwagen Manual 2001 5,control,kleinwagen,2001,Manual,75,clio,150000,5,benzin,renault,nein,2016-03-14 0:00,90451,2016-04-05 17:25
2016-03-14 19:41,Renault_Reno_twingo_1_2_1.2_16v_Expression,1250,renault twingo kleinwagen Manual 2001 8,control,kleinwagen,2001,Manual,75,twingo,150000,8,benzin,renault,,2016-03-14 0:00,44369,2016-03-28 4:46
2016-03-12 10:50,Clio_Tuev_09/2017_Klima_8_Fach_bereift,3899,renault clio kleinwagen Manual 2008 9,control,kleinwagen,2008,Manual,75,clio,100000,9,benzin,renault,,2016-03-12 0:00,44879,2016-04-06 2:46
2016-03-14 21:51,Renault_Twingo_1.2_16V,1199,renault twingo kleinwagen Manual 2001 4,test,kleinwagen,2001,Manual,75,twingo,150000,4,benzin,renault,nein,2016-03-14 0:00,24598,2016-03-17 12:45
2016-03-16 18:59,Renault_Bus,3250,renault andere bus Manual 2001 11,control,bus,2001,Manual,75,andere,5000,11,diesel,renault,nein,2016-03-16 0:00,51545,2016-04-07 3:17
2016-03-20 18:49,Renault_Kangoo_1.2_16V_Authentique,600,renault kangoo bus Manual 2001 12,test,bus,2001,Manual,75,kangoo,150000,12,benzin,renault,ja,2016-03-20 0:00,58553,2016-04-07 2:44
2016-03-20 20:51,Renault_Twingo,1100,renault twingo kleinwagen Manual 2001 0,test,kleinwagen,2001,Manual,75,twingo,125000,0,benzin,renault,nein,2016-03-20 0:00,78559,2016-04-07 5:46
2016-03-22 12:51,Renault_Kangoo_RTE_1_4_Klima_Servo_Sitzheizung_sehr_viel_erneuert,2490,renault kangoo bus Manual 2001 2,control,bus,2001,Manual,75,kangoo,150000,2,benzin,renault,,2016-03-22 0:00,72555,2016-04-07 5:17
2016-03-23 21:56,Renault_Twingo_1.2___TÃ?Å?�V_neu__TOP_Zustand_!_Kein_Rost..,1450,renault twingo kleinwagen Manual 2001 7,test,kleinwagen,2001,Manual,75,twingo,125000,7,benzin,renault,nein,2016-03-23 0:00,83727,2016-04-04 4:46
2016-03-25 14:49,Renault_clio_euro3,1500,renault  kleinwagen Manual 2001 6,control,kleinwagen,2001,Manual,75,,150000,6,benzin,renault,nein,2016-03-25 0:00,66851,2016-03-30 5:15
2016-04-03 14:58,Renault_Clio_1.2_16_V_RT,1250,renault clio kleinwagen Manual 2001 10,test,kleinwagen,2001,Manual,75,clio,150000,10,benzin,renault,ja,2016-04-03 0:00,71672,2016-04-05 14:15
2016-04-05 9:54,Renault_Twingo_1_2_16v_mit_neuem_TÃ?Å?�V_bis_4/18_und_153802_km,1500,renault twingo kleinwagen Manual 2001 3,control,kleinwagen,2001,Manual,75,twingo,150000,3,benzin,renault,nein,2016-04-05 0:00,45309,2016-04-07 13:16
2016-03-14 18:56,Clio_2_LPG_TueV_NEU__Sommer+Winterraeder__MP3_USB_Radio__AHK,1450,renault clio kleinwagen Manual 1999 1,test,kleinwagen,1999,Manual,75,clio,150000,1,lpg,renault,,2016-03-14 0:00,6120,2016-03-21 10:44
2016-03-17 20:57,Mein_Baby_abzugeben,800,renault megane limousine Manual 1997 8,control,limousine,1997,Manual,75,megane,150000,8,benzin,renault,nein,2016-03-17 0:00,19406,2016-03-23 11:15
2016-03-19 16:46,Clio_2002_Klima_5Tuer_Alufelgen_130tkm_*Sheckheft*,850,renault clio kleinwagen Manual 2002 5,test,kleinwagen,2002,Manual,75,clio,150000,5,,renault,nein,2016-03-19 0:00,27570,2016-03-20 18:47
2016-03-21 2:32,Top_gepflegter_clio_Frauen_fahrzeug,4800,renault clio kleinwagen Manual 2011 11,control,kleinwagen,2011,Manual,75,clio,50000,11,benzin,renault,ja,2016-03-21 0:00,55127,2016-04-06 8:16
2016-03-22 15:58,Sparsamer__Fluessiggas_LPG__Hochdachkombi_mit_viel_Platz,4950,renault kangoo bus Manual 2008 5,control,bus,2008,Manual,75,kangoo,125000,5,lpg,renault,nein,2016-03-22 0:00,7745,2016-04-06 6:45
2016-03-23 16:51,Renaul_Clio_Dynamic_75PS,4899,renault clio kleinwagen Manual 2008 8,test,kleinwagen,2008,Manual,75,clio,50000,8,benzin,renault,nein,2016-03-23 0:00,25524,2016-04-05 20:47
2016-03-07 13:38,RENAULT_TWINGO_16V,1250,renault twingo kleinwagen Manual 2002 11,control,kleinwagen,2002,Manual,75,twingo,150000,11,,renault,nein,2016-03-07 0:00,89231,2016-04-06 2:45
2016-03-10 14:36,Renault_Twingo_1.2_16V_Aut.,1199,renault twingo kleinwagen Automatic 2002 3,test,kleinwagen,2002,Automatic,75,twingo,125000,3,benzin,renault,nein,2016-03-10 0:00,47574,2016-03-23 12:45
2016-03-12 11:58,Renault_Clio_1.2_16V_Expression_Klima_Nebel_Allwetter,850,renault clio limousine Manual 2002 11,test,limousine,2002,Manual,75,clio,125000,11,benzin,renault,ja,2016-03-12 0:00,22159,2016-03-12 12:40
2016-03-12 13:38,Renault_twingo,990,renault twingo kleinwagen Manual 2002 7,control,kleinwagen,2002,Manual,75,twingo,150000,7,,renault,nein,2016-03-12 0:00,23558,2016-03-17 12:16
2016-03-15 13:36,Renault_Clio_1.2_16V_Authentique,1300,renault clio kleinwagen Manual 2002 12,control,kleinwagen,2002,Manual,75,clio,150000,12,benzin,renault,ja,2016-03-15 0:00,1277,2016-03-15 13:36
2016-03-26 13:53,Twingo_zu_verkaufen,700,renault twingo kleinwagen Manual 2001 8,control,kleinwagen,2001,Manual,75,twingo,150000,8,benzin,renault,,2016-03-26 0:00,89568,2016-04-05 21:17
2016-03-20 14:50,Renault_Twingo_1.2_16V_Aut._Initiale,1500,renault twingo kleinwagen Automatic 2002 4,test,kleinwagen,2002,Automatic,75,twingo,150000,4,benzin,renault,nein,2016-03-20 0:00,57520,2016-03-21 17:48
2016-03-21 18:58,Renault_Clio_1.2_16V,1690,renault clio kleinwagen Manual 2002 9,test,kleinwagen,2002,Manual,75,clio,125000,9,benzin,renault,nein,2016-03-21 0:00,70825,2016-04-06 21:47
2016-03-21 23:49,Renault_Twingo_1.2_16V_Expression,1999,renault twingo kleinwagen Manual 2002 11,test,kleinwagen,2002,Manual,75,twingo,150000,11,benzin,renault,nein,2016-03-21 0:00,82140,2016-03-29 7:16
2016-03-27 12:47,Renault_Twingo_1.2_16V_Expression,900,renault twingo kleinwagen Manual 2002 9,test,kleinwagen,2002,Manual,75,twingo,150000,9,benzin,renault,nein,2016-03-27 0:00,42327,2016-04-07 8:17
2016-03-27 12:58,Renault_Clio_1.2_16V_Authentique,1800,renault clio kleinwagen Manual 2002 11,test,kleinwagen,2002,Manual,75,clio,125000,11,benzin,renault,nein,2016-03-27 0:00,6901,2016-04-07 8:44
2016-03-28 14:52,Renault_Clip_ll,800,renault clio kleinwagen Manual 2002 3,test,kleinwagen,2002,Manual,75,clio,150000,3,benzin,renault,,2016-03-28 0:00,57074,2016-03-28 14:52
2016-03-29 9:52,Renault_Twingo,1349,renault twingo kleinwagen Manual 2002 8,test,kleinwagen,2002,Manual,75,twingo,150000,8,benzin,renault,nein,2016-03-29 0:00,47169,2016-04-03 18:15
2016-03-28 0:58,Twingo_BJ.2006_Klima_Tausche,1500,renault twingo kleinwagen Manual 2006 0,control,kleinwagen,2006,Manual,75,twingo,100000,0,benzin,renault,,2016-03-27 0:00,12687,2016-03-28 7:48
2016-03-29 15:42,Renault_Twingo_1.2_16V,999,renault twingo kleinwagen Manual 2002 3,control,kleinwagen,2002,Manual,75,twingo,150000,3,benzin,renault,nein,2016-03-29 0:00,51381,2016-04-02 2:46
2016-03-28 15:51,Clio_viele_neue_Teile_!_Anrufen_nicht_schreiben_!,1400,renault clio kleinwagen Manual 2004 4,control,kleinwagen,2004,Manual,75,clio,5000,4,benzin,renault,nein,2016-03-28 0:00,31832,2016-03-30 7:15
2016-03-29 17:38,Renault_Twingo,1450,renault twingo kleinwagen Manual 2002 1,control,kleinwagen,2002,Manual,75,twingo,125000,1,benzin,renault,nein,2016-03-29 0:00,47229,2016-04-06 3:15
2016-03-28 22:55,Clio_3_zu_Verkaufen....schoenes_Auto,2400,renault clio kleinwagen Manual 2006 1,control,kleinwagen,2006,Manual,75,clio,150000,1,benzin,renault,nein,2016-03-28 0:00,30159,2016-04-05 12:45
2016-03-29 7:55,Reno_Clio_TUV_NEU,1299,renault clio limousine Manual 1999 9,test,limousine,1999,Manual,75,clio,150000,9,benzin,renault,nein,2016-03-29 0:00,66809,2016-04-05 14:47
2016-03-30 8:54,Renault_Twingo_1.2_16V_mit_Faltdach_BJ_2002,600,renault twingo kleinwagen Manual 2002 12,control,kleinwagen,2002,Manual,75,twingo,150000,12,benzin,renault,ja,2016-03-30 0:00,45659,2016-04-01 3:47
2016-03-30 17:38,Renault_Clio_1.2_16V_Expression,2300,renault clio kleinwagen Manual 2002 6,control,kleinwagen,2002,Manual,75,clio,150000,6,benzin,renault,nein,2016-03-30 0:00,32423,2016-04-07 8:16
2016-04-01 21:40,Renault_Kangoo,2350,renault kangoo kombi Manual 2002 4,test,kombi,2002,Manual,75,kangoo,150000,4,benzin,renault,nein,2016-04-01 0:00,53113,2016-04-05 19:16
2016-04-04 23:41,Renault_Clio_II_1_2_16V,1480,renault clio kleinwagen Manual 2002 8,control,kleinwagen,2002,Manual,75,clio,150000,8,benzin,renault,,2016-04-04 0:00,46045,2016-04-07 2:17
2016-03-31 20:38,TOP_ZUSTAND:_Twingo_16_V___FALTDACH___63.000_KM___TÃ?Å?�V/AU_NEU!!!,2986,renault twingo kleinwagen Manual 2003 2,test,kleinwagen,2003,Manual,75,twingo,70000,2,benzin,renault,nein,2016-03-31 0:00,26789,2016-03-31 20:38
2016-04-01 15:37,Twingo___Tuev_04.2017,950,renault twingo kleinwagen Manual 2002 0,test,kleinwagen,2002,Manual,75,twingo,150000,0,benzin,renault,nein,2016-04-01 0:00,88682,2016-04-05 11:45
2016-04-03 9:50,Twingo_mit_Faltdach_und_Klima__16V,1350,renault twingo kleinwagen Manual 2002 3,control,kleinwagen,2002,Manual,75,twingo,125000,3,benzin,renault,,2016-04-03 0:00,14195,2016-04-03 9:50
2016-04-03 23:44,Verkaufe_Reno_Clio_Automatik,510,renault clio kleinwagen Automatic 1991 4,control,kleinwagen,1991,Automatic,75,clio,150000,4,benzin,renault,,2016-04-03 0:00,74321,2016-04-06 0:45
2016-03-22 8:54,Rover_200_Limousine_abzugeben,700,rover andere limousine Manual 1998 6,control,limousine,1998,Manual,75,andere,150000,6,benzin,rover,nein,2016-03-22 0:00,38829,2016-04-05 19:17
2016-03-05 15:42,Seat_Ibiza_1.4_16V,2450,seat ibiza kleinwagen Manual 2006 6,control,kleinwagen,2006,Manual,75,ibiza,150000,6,benzin,seat,nein,2016-03-05 0:00,33098,2016-03-30 15:17
2016-03-07 22:37,Seat_Ibiza_ST_1.2_TDI_CR_Ecomotive_SUN,12500,seat ibiza kombi Manual 2015 7,test,kombi,2015,Manual,75,ibiza,10000,7,diesel,seat,nein,2016-03-07 0:00,93049,2016-03-30 18:17
2016-03-08 9:52,Seat_Mii_Style_1.0_5_Tuerer,7799,seat mii kleinwagen Manual 2012 6,control,kleinwagen,2012,Manual,75,mii,30000,6,benzin,seat,nein,2016-03-08 0:00,96114,2016-03-17 17:16
2016-03-09 13:56,cordoba_vario,650,seat cordoba kombi Manual 1999 12,control,kombi,1999,Manual,75,cordoba,150000,12,benzin,seat,ja,2016-03-09 0:00,24576,2016-04-06 8:17
2016-03-10 15:58,Seat_Ibiza_1.4_16V,2300,seat ibiza kleinwagen Manual 2001 8,test,kleinwagen,2001,Manual,75,ibiza,125000,8,benzin,seat,nein,2016-03-10 0:00,56154,2016-03-31 17:16
2016-03-11 18:58,Seat_Ibiza_1.4_16V_Automatik,3990,seat ibiza kleinwagen Manual 2005 4,test,kleinwagen,2005,Manual,75,ibiza,100000,4,benzin,seat,nein,2016-03-11 0:00,65520,2016-04-06 14:47
2016-03-13 9:36,Seat_Ibiza_1.4_16_V_Stella,2750,seat ibiza limousine Manual 2002 10,control,limousine,2002,Manual,75,ibiza,150000,10,benzin,seat,nein,2016-03-13 0:00,70437,2016-04-06 14:47
2016-03-13 10:25,Seat_Ibiza_1.2_TDI_CR_Style__Navi_Xenon_GRA_SHZ,9999,seat ibiza kleinwagen Manual 2013 1,test,kleinwagen,2013,Manual,75,ibiza,30000,1,diesel,seat,nein,2016-03-13 0:00,63263,2016-03-29 10:16
2016-03-13 16:52,guenstiger_wagen,1200,seat cordoba kombi Manual 1999 0,test,kombi,1999,Manual,75,cordoba,150000,0,lpg,seat,nein,2016-03-13 0:00,23714,2016-03-19 13:15
2016-03-14 21:58,Seat_Cordoba_1.6_80_Tkm_Scheckheft_TÃ?Å?�V_03.18,999,seat cordoba kleinwagen Manual 1999 4,test,kleinwagen,1999,Manual,75,cordoba,90000,4,benzin,seat,nein,2016-03-14 0:00,10365,2016-04-04 15:15
2016-03-15 17:36,Seat_Ibiza_1.4_16V_Comfort_Edition,3555,seat ibiza kleinwagen Manual 2006 3,control,kleinwagen,2006,Manual,75,ibiza,125000,3,benzin,seat,nein,2016-03-15 0:00,45665,2016-03-15 17:36
2016-03-15 19:46,Seat_Mii_1.0_Style_Salsa_Sport_Navi__Klima__Tempom...,8150,seat mii kleinwagen Manual 2012 11,control,kleinwagen,2012,Manual,75,mii,60000,11,benzin,seat,nein,2016-03-15 0:00,83646,2016-03-16 17:46
2016-03-16 17:57,Seat_Ibiza_Stella_1_4_16V_Klimaautomatik,2490,seat ibiza andere Manual 2004 12,control,andere,2004,Manual,75,ibiza,150000,12,benzin,seat,nein,2016-03-16 0:00,91757,2016-03-17 16:47
2016-03-16 21:40,Seat_Arosa_1.4_TDI_Signo__Facelift_,2100,seat arosa kleinwagen Manual 2002 2,control,kleinwagen,2002,Manual,75,arosa,150000,2,diesel,seat,nein,2016-03-16 0:00,96179,2016-03-20 23:15
2016-03-17 17:50,Seat_Ibiza,1700,seat ibiza kleinwagen Manual 2004 6,control,kleinwagen,2004,Manual,75,ibiza,150000,6,benzin,seat,nein,2016-03-17 0:00,85055,2016-03-30 13:47
2016-03-20 12:58,Seat_Cordoba_1.6__75_PS__TÃ?Å?�V_bis_06/2017,675,seat cordoba coupe Manual 1997 10,test,coupe,1997,Manual,75,cordoba,150000,10,benzin,seat,,2016-03-20 0:00,16775,2016-03-22 19:48
2016-03-20 22:56,Seat_Ibiza_1.4_16V_Sport_Edition,2299,seat ibiza kleinwagen Manual 2005 7,test,kleinwagen,2005,Manual,75,ibiza,150000,7,benzin,seat,nein,2016-03-20 0:00,57489,2016-04-03 10:44
2016-03-23 16:50,Seat_Arosa_1_4_MPI_Tuev_02_/_18._.880Ã¢â??�Â�?Festpreis,880,seat arosa kleinwagen Manual 2001 7,test,kleinwagen,2001,Manual,75,arosa,150000,7,benzin,seat,,2016-03-23 0:00,38114,2016-03-31 4:15
2016-03-23 18:00,SEAT_CORDOBA_VARIO___KLIMA__AHK,850,seat cordoba kombi Manual 1999 10,control,kombi,1999,Manual,75,cordoba,150000,10,benzin,seat,nein,2016-03-23 0:00,86842,2016-04-03 22:15
2016-03-24 9:52,Seat_Ibiza_1.4_16V,2999,seat ibiza kleinwagen Manual 2005 8,control,kleinwagen,2005,Manual,75,ibiza,150000,8,benzin,seat,nein,2016-03-24 0:00,86551,2016-04-07 0:16
2016-03-25 11:55,Seat_Toledo_1.6,500,seat toledo limousine Manual 1995 1,test,limousine,1995,Manual,75,toledo,150000,1,benzin,seat,nein,2016-03-25 0:00,26802,2016-04-06 13:45
2016-03-26 13:06,Seat_cordoba,1000,seat cordoba  Manual 2001 5,test,,2001,Manual,75,cordoba,150000,5,,seat,ja,2016-03-26 0:00,56567,2016-04-02 13:45
2016-03-26 21:54,Seat_Ibiza_1.4__6K__EZ_2000_148500_KM_Unfallfrei_gute_Ausstattung,1800,seat ibiza kleinwagen Manual 2000 6,control,kleinwagen,2000,Manual,75,ibiza,150000,6,benzin,seat,nein,2016-03-26 0:00,33739,2016-04-04 12:16
2016-03-27 14:44,Seat_seat_ibiza_6k_feacelift,700,seat ibiza kleinwagen Manual 2000 3,control,kleinwagen,2000,Manual,75,ibiza,150000,3,benzin,seat,nein,2016-03-27 0:00,94333,2016-04-07 10:46
2016-03-28 18:47,Seat_Ibiza_Sport,3900,seat ibiza kleinwagen Manual 2003 2,control,kleinwagen,2003,Manual,75,ibiza,125000,2,benzin,seat,nein,2016-03-28 0:00,53572,2016-04-07 0:46
