price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
2500,control,limousine,1999,Manual,118,3er,150000,10,benzin,bmw,nein,2016-03-05 0:00,0,33100,2016-03-23 19:47
1600,test,kleinwagen,2003,Manual,95,a_klasse,150000,5,diesel,mercedes_benz,nein,2016-04-03 0:00,0,30519,2016-04-05 21:45
1590,control,kleinwagen,2001,Manual,60,polo,150000,1,benzin,volkswagen,nein,2016-03-30 0:00,0,63739,2016-04-01 2:17
9990,control,suv,2010,Manual,136,kuga,150000,3,diesel,ford,nein,2016-04-01 0:00,0,56170,2016-04-02 20:32
2450,test,kombi,2005,Manual,88,,150000,12,lpg,peugeot,,2016-03-20 0:00,0,27232,2016-03-30 4:45
8900,test,cabrio,2006,Manual,116,cooper,80000,6,benzin,mini,nein,2016-03-24 0:00,0,20249,2016-04-07 6:45
5200,control,bus,2006,Manual,105,golf,150000,6,diesel,volkswagen,nein,2016-03-25 0:00,0,28207,2016-04-06 18:18
1050,control,kleinwagen,1999,Manual,60,ka,150000,9,benzin,ford,,2016-03-19 0:00,0,41541,2016-03-23 2:49
1800,control,limousine,1999,Manual,150,a3,150000,10,benzin,audi,nein,2016-04-03 0:00,0,53783,2016-04-04 15:30
4000,test,kombi,2004,Manual,131,a6,150000,3,diesel,audi,,2016-03-12 0:00,0,40549,2016-03-12 21:48
3300,test,kombi,2001,Automatic,129,c_klasse,150000,9,benzin,mercedes_benz,nein,2016-03-09 0:00,0,82343,2016-04-05 8:17
3000,control,limousine,2001,Manual,131,a4,150000,2,benzin,audi,nein,2016-03-19 0:00,0,66903,2016-03-23 21:45
1950,control,kleinwagen,2004,Manual,58,corsa,150000,1,benzin,opel,nein,2016-03-08 0:00,0,63811,2016-04-03 8:17
580,test,limousine,1994,Manual,122,c_klasse,150000,5,lpg,mercedes_benz,nein,2016-03-08 0:00,0,80333,2016-04-06 23:15
2200,control,limousine,1998,Automatic,170,,150000,0,,mercedes_benz,nein,2016-03-12 0:00,0,99718,2016-03-19 9:47
5950,test,bus,2011,Manual,90,kangoo,150000,2,diesel,renault,nein,2016-03-06 0:00,0,51465,2016-03-07 13:44
4999,test,coupe,2003,Automatic,179,tt,150000,6,benzin,audi,nein,2016-03-25 0:00,0,27570,2016-03-31 18:46
5200,control,kleinwagen,2012,Manual,75,twingo,40000,5,benzin,renault,nein,2016-04-02 0:00,0,44532,2016-04-05 6:44
8990,test,kombi,2007,Automatic,256,a6,150000,2,benzin,audi,nein,2016-03-06 0:00,0,13469,2016-03-20 9:18
18500,control,bus,2007,Automatic,174,transporter,150000,6,diesel,volkswagen,nein,2016-03-22 0:00,0,89155,2016-04-06 10:16
1690,control,kombi,2003,Manual,131,mondeo,150000,2,diesel,ford,nein,2016-03-07 0:00,0,91722,2016-04-05 9:16
2900,test,kleinwagen,2005,Manual,69,sirion,125000,9,benzin,daihatsu,nein,2016-03-09 0:00,0,47877,2016-03-12 14:18
9499,control,bus,2010,Manual,105,golf,70000,10,diesel,volkswagen,nein,2016-03-08 0:00,0,80339,2016-04-06 1:47
2000,test,kleinwagen,1998,Manual,102,,150000,7,benzin,bmw,,2016-03-29 0:00,0,74343,2016-04-06 6:45
5750,test,kleinwagen,2008,Manual,95,2_reihe,40000,5,benzin,peugeot,nein,2016-03-07 0:00,0,32429,2016-03-07 12:45
4999,control,coupe,2003,Automatic,192,3er,150000,6,,bmw,nein,2016-03-27 0:00,0,59755,2016-04-05 20:19
1200,test,limousine,1999,Automatic,150,golf,150000,3,benzin,volkswagen,ja,2016-03-09 0:00,0,74653,2016-03-17 18:18
5650,test,kombi,2005,Automatic,230,a6,150000,11,diesel,audi,,2016-03-20 0:00,0,92286,2016-04-07 5:17
4600,control,limousine,2006,Manual,83,civic,125000,4,benzin,honda,ja,2016-03-05 0:00,0,69126,2016-03-14 9:17
3000,test,suv,2006,Manual,145,santa,150000,5,benzin,hyundai,nein,2016-03-07 0:00,0,45326,2016-03-12 21:17
2100,control,limousine,2000,Manual,231,3er,150000,7,benzin,bmw,ja,2016-03-22 0:00,0,65239,2016-03-24 11:31
8000,test,cabrio,2009,Manual,122,eos,125000,4,benzin,volkswagen,ja,2016-03-16 0:00,0,26871,2016-03-22 18:15
1050,control,kombi,1999,Manual,101,passat,150000,3,benzin,volkswagen,ja,2016-03-19 0:00,0,26121,2016-04-07 8:45
10500,control,andere,1992,Manual,95,ducato,150000,4,diesel,fiat,,2016-03-10 0:00,0,97762,2016-04-06 2:16
999,test,kleinwagen,1996,Manual,45,corsa,20000,3,benzin,opel,nein,2016-03-10 0:00,0,69207,2016-03-12 17:48
4800,test,cabrio,1992,Manual,102,2_reihe,125000,6,benzin,peugeot,nein,2016-03-19 0:00,0,54450,2016-04-07 2:46
780,test,kleinwagen,1994,Manual,45,polo,150000,4,benzin,volkswagen,,2016-04-01 0:00,0,41564,2016-04-01 9:39
1490,test,cabrio,1998,Manual,131,andere,90000,6,benzin,fiat,nein,2016-03-20 0:00,0,75038,2016-04-06 10:16
3300,control,limousine,2003,Manual,0,5er,150000,9,diesel,bmw,,2016-03-17 0:00,0,40210,2016-03-17 14:53
1300,test,kleinwagen,2002,Manual,75,corsa,150000,12,benzin,opel,ja,2016-04-04 0:00,0,45739,2016-04-07 0:45
2299,control,kleinwagen,2006,Manual,0,fox,125000,8,benzin,volkswagen,,2016-03-23 0:00,0,28325,2016-03-23 17:37
2000,test,kombi,2001,Manual,155,156,150000,3,benzin,alfa_romeo,nein,2016-03-09 0:00,0,72415,2016-03-15 21:16
6999,test,limousine,2005,Manual,102,a4,150000,5,,audi,nein,2016-03-21 0:00,0,44534,2016-03-22 12:16
8250,test,limousine,2009,Manual,120,andere,40000,11,benzin,suzuki,nein,2016-03-20 0:00,0,64560,2016-04-07 9:45
5850,test,kombi,2006,Manual,105,golf,150000,7,diesel,volkswagen,nein,2016-03-27 0:00,0,88279,2016-04-06 0:15
1700,control,kleinwagen,2003,Manual,75,twingo,125000,8,,renault,nein,2016-04-02 0:00,0,90425,2016-04-06 16:16
1300,test,kombi,2006,Manual,68,fiesta,150000,5,diesel,ford,nein,2016-04-02 0:00,0,80331,2016-04-06 21:15
7990,test,kombi,2009,Manual,122,golf,125000,9,benzin,volkswagen,nein,2016-04-02 0:00,0,92348,2016-04-07 0:45
6500,test,suv,2008,Manual,140,s_max,150000,5,diesel,ford,ja,2016-03-23 0:00,0,99706,2016-03-29 14:17
7950,test,limousine,2009,Manual,122,golf,90000,1,benzin,volkswagen,nein,2016-03-21 0:00,0,12529,2016-03-30 6:17
10599,control,limousine,2011,Manual,0,superb,150000,5,diesel,skoda,,2016-03-13 0:00,0,63165,2016-03-28 12:18
12990,test,bus,2010,Automatic,109,b_klasse,80000,6,diesel,mercedes_benz,nein,2016-04-04 0:00,0,26345,2016-04-04 22:43
4000,test,kleinwagen,2008,Manual,68,fiesta,80000,5,diesel,ford,nein,2016-04-02 0:00,0,13086,2016-04-06 13:17
4250,test,bus,2006,Manual,105,meriva,50000,7,benzin,opel,nein,2016-03-24 0:00,0,31787,2016-03-26 4:16
3800,control,kleinwagen,2012,Manual,0,punto,50000,12,benzin,fiat,ja,2016-03-10 0:00,0,44652,2016-03-16 19:22
1550,control,kombi,2001,Automatic,197,e_klasse,40000,11,diesel,mercedes_benz,nein,2016-03-10 0:00,0,66115,2016-04-05 16:45
500,test,kleinwagen,2001,Manual,60,polo,150000,1,benzin,volkswagen,ja,2016-03-14 0:00,0,51515,2016-03-14 11:51
3999,test,limousine,2004,Automatic,0,andere,150000,9,benzin,saab,nein,2016-04-04 0:00,0,13597,2016-04-04 19:41
3600,control,limousine,2000,Automatic,129,c_klasse,150000,5,benzin,mercedes_benz,nein,2016-04-02 0:00,0,45884,2016-04-06 16:46
3999,test,limousine,2008,Manual,60,fiesta,125000,0,benzin,ford,nein,2016-03-10 0:00,0,17179,2016-04-05 14:45
1910,control,kombi,2005,Manual,0,vectra,150000,11,diesel,opel,,2016-03-22 0:00,0,1129,2016-03-22 14:54
6999,control,limousine,2008,Manual,105,leon,100000,4,diesel,seat,nein,2016-03-11 0:00,0,72516,2016-04-06 21:47
1600,test,,2002,Manual,0,laguna,150000,0,,renault,,2016-03-24 0:00,0,99974,2016-03-29 7:17
5500,control,kombi,2006,Manual,105,golf,150000,2,benzin,volkswagen,nein,2016-03-31 0:00,0,61118,2016-04-06 8:45
21000,control,limousine,2015,Automatic,110,golf,20000,6,diesel,volkswagen,nein,2016-03-17 0:00,0,15834,2016-04-06 11:46
17000,control,andere,2013,Manual,155,transit,150000,8,diesel,ford,nein,2016-03-07 0:00,0,99768,2016-03-12 21:45
1250,control,limousine,1991,Manual,99,3er,150000,3,benzin,bmw,nein,2016-03-18 0:00,0,35066,2016-03-26 11:15
4800,control,kombi,2009,Manual,130,megane,150000,9,diesel,renault,nein,2016-03-04 0:00,0,48161,2016-03-20 14:17
900,control,limousine,1998,Manual,150,5er,150000,1,benzin,bmw,ja,2016-03-23 0:00,0,51061,2016-03-28 1:17
2990,test,kleinwagen,2005,Manual,0,seicento,40000,12,benzin,fiat,,2016-03-09 0:00,0,23843,2016-03-14 15:15
9390,control,limousine,2006,Manual,241,a3,150000,9,benzin,audi,nein,2016-03-11 0:00,0,63128,2016-04-06 4:17
3990,test,kombi,2001,Automatic,116,c_klasse,150000,9,diesel,mercedes_benz,nein,2016-03-17 0:00,0,72827,2016-03-17 16:43
5450,test,kleinwagen,2004,Manual,116,cooper,100000,9,benzin,mini,nein,2016-03-30 0:00,0,15732,2016-04-03 10:46
4250,control,kombi,2003,Manual,184,3er,150000,3,diesel,bmw,nein,2016-03-31 0:00,0,92660,2016-04-06 3:15
2200,test,limousine,1998,Manual,170,3er,150000,12,benzin,bmw,nein,2016-04-03 0:00,0,37242,2016-04-05 21:46
850,test,kleinwagen,1999,Manual,60,polo,150000,6,benzin,volkswagen,nein,2016-03-28 0:00,0,48282,2016-04-06 10:17
39900,test,cabrio,1981,Manual,150,andere,5000,9,benzin,fiat,nein,2016-03-10 0:00,0,51105,2016-04-07 2:44
23900,control,cabrio,2012,Manual,211,tt,60000,5,benzin,audi,nein,2016-03-12 0:00,0,53115,2016-04-04 12:17
10800,control,kombi,2007,Automatic,140,a6,150000,12,diesel,audi,nein,2016-04-04 0:00,0,31535,2016-04-06 15:16
11750,test,kleinwagen,2014,Manual,109,rio,20000,12,benzin,kia,nein,2016-03-27 0:00,0,45326,2016-04-01 10:17
2500,test,kleinwagen,2004,Manual,54,panda,80000,4,benzin,fiat,nein,2016-03-09 0:00,0,70435,2016-03-14 18:44
600,test,kleinwagen,1999,Manual,50,corsa,125000,10,benzin,opel,nein,2016-03-26 0:00,0,23812,2016-03-28 8:45
15990,control,limousine,2006,Automatic,231,5er,150000,6,diesel,bmw,nein,2016-04-03 0:00,0,87437,2016-04-03 8:53
7999,control,bus,2006,Automatic,116,b_klasse,125000,6,benzin,mercedes_benz,nein,2016-03-12 0:00,0,28277,2016-03-15 20:45
7199,test,kombi,2005,Automatic,231,5er,150000,12,diesel,bmw,nein,2016-04-03 0:00,0,83254,2016-04-05 13:18
3199,test,limousine,2004,Manual,140,primera,125000,2,benzin,nissan,nein,2016-03-17 0:00,0,95100,2016-03-30 19:47
1200,test,kleinwagen,2002,Manual,60,fiesta,125000,0,benzin,ford,ja,2016-03-08 0:00,0,6862,2016-04-07 11:44
6500,test,kleinwagen,2013,Manual,69,punto,60000,2,benzin,fiat,,2016-03-13 0:00,0,53844,2016-03-31 20:47
2200,control,kombi,2003,Manual,91,andere,150000,6,diesel,mercedes_benz,ja,2016-03-15 0:00,0,51399,2016-04-06 20:44
1200,control,kleinwagen,2002,Manual,0,ypsilon,150000,0,benzin,lancia,nein,2016-03-19 0:00,0,40764,2016-03-30 10:18
4700,test,kleinwagen,2007,Manual,140,golf,150000,8,diesel,volkswagen,nein,2016-03-16 0:00,0,18311,2016-03-20 7:46
3000,control,limousine,2004,Manual,125,astra,125000,4,benzin,opel,nein,2016-03-30 0:00,0,57518,2016-04-01 14:29
550,test,kleinwagen,2002,Manual,65,polo,150000,1,benzin,volkswagen,ja,2016-03-13 0:00,0,65623,2016-03-14 18:39
2000,test,kleinwagen,2005,Manual,88,2_reihe,70000,11,benzin,peugeot,nein,2016-04-02 0:00,0,1097,2016-04-05 5:45
6200,control,cabrio,2006,Manual,0,megane,90000,9,benzin,renault,nein,2016-03-11 0:00,0,35764,2016-03-24 5:17
750,test,kombi,2000,Manual,110,andere,5000,11,diesel,mazda,ja,2016-04-03 0:00,0,26131,2016-04-03 15:41
22900,test,limousine,2014,Automatic,150,a3,20000,12,diesel,audi,nein,2016-03-22 0:00,0,85092,2016-03-22 8:46
7500,control,limousine,2004,Manual,200,golf,150000,12,benzin,volkswagen,ja,2016-03-12 0:00,0,73630,2016-03-17 15:15
1450,control,kombi,2001,Automatic,0,3er,5000,0,benzin,bmw,,2016-03-17 0:00,0,6366,2016-03-23 9:48
8000,test,limousine,2007,Manual,125,focus,150000,7,benzin,ford,nein,2016-03-29 0:00,0,56281,2016-04-06 0:17
13200,control,kombi,2008,Automatic,170,c_klasse,150000,7,diesel,mercedes_benz,nein,2016-03-31 0:00,0,13055,2016-04-06 12:44
2299,test,kleinwagen,2003,Manual,75,polo,150000,4,benzin,volkswagen,nein,2016-04-01 0:00,0,91572,2016-04-05 19:15
600,test,limousine,1998,Manual,86,andere,150000,7,benzin,suzuki,ja,2016-03-19 0:00,0,73116,2016-03-19 11:46
6100,test,bus,2005,Automatic,150,,150000,11,diesel,chrysler,nein,2016-03-04 0:00,0,21521,2016-03-23 13:19
1100,control,kleinwagen,2002,Manual,60,ypsilon,125000,12,benzin,lancia,nein,2016-03-31 0:00,0,81241,2016-03-31 19:57
5999,test,limousine,2004,Automatic,232,a6,150000,10,diesel,audi,nein,2016-03-24 0:00,0,45888,2016-03-27 15:16
11499,control,cabrio,2005,Manual,163,a4,90000,5,benzin,audi,nein,2016-03-17 0:00,0,63477,2016-04-06 11:16
64999,test,bus,2015,Automatic,190,v_klasse,30000,8,diesel,mercedes_benz,nein,2016-03-06 0:00,0,60320,2016-04-06 3:17
1800,test,limousine,1998,Manual,110,golf,150000,6,diesel,volkswagen,nein,2016-03-25 0:00,0,34369,2016-04-04 17:18
2650,test,coupe,1998,Manual,101,3er,150000,2,benzin,bmw,,2016-04-01 0:00,0,26384,2016-04-01 10:40
500,test,kombi,2000,Automatic,150,c_klasse,150000,3,diesel,mercedes_benz,,2016-04-03 0:00,0,16816,2016-04-03 17:47
12500,control,limousine,2006,Automatic,256,a6,80000,3,benzin,audi,nein,2016-03-12 0:00,0,91605,2016-04-02 20:48
13900,control,limousine,2010,Manual,143,3er,70000,9,benzin,bmw,ja,2016-03-29 0:00,0,92637,2016-04-06 4:16
17500,test,cabrio,2002,Automatic,260,boxster,150000,12,benzin,porsche,nein,2016-03-25 0:00,0,66440,2016-04-06 15:44
9900,test,bus,2010,Manual,156,5_reihe,100000,3,benzin,peugeot,nein,2016-03-12 0:00,0,67227,2016-03-30 20:45
1450,control,limousine,1998,Manual,101,golf,150000,10,benzin,volkswagen,nein,2016-03-28 0:00,0,60529,2016-04-07 3:15
3999,test,limousine,2002,Automatic,193,5er,150000,11,diesel,bmw,nein,2016-03-10 0:00,0,65462,2016-03-16 23:46
6666,control,kleinwagen,2012,Manual,86,twingo,150000,4,diesel,renault,nein,2016-04-07 0:00,0,99817,2016-04-07 13:36
12700,test,coupe,2009,Automatic,200,scirocco,150000,3,benzin,volkswagen,nein,2016-04-03 0:00,0,58636,2016-04-05 14:15
8350,test,limousine,2004,Automatic,0,,125000,5,,mercedes_benz,,2016-03-19 0:00,0,58453,2016-03-21 14:45
3300,test,cabrio,1994,Manual,115,80,150000,3,benzin,audi,nein,2016-04-02 0:00,0,92289,2016-04-03 11:41
3300,control,bus,2001,Manual,122,vito,150000,11,diesel,mercedes_benz,nein,2016-04-01 0:00,0,44628,2016-04-05 11:49
7250,control,limousine,2003,Automatic,224,e_klasse,150000,4,lpg,mercedes_benz,,2016-03-19 0:00,0,40625,2016-03-29 0:44
10500,test,kombi,2007,Manual,140,passat,125000,11,diesel,volkswagen,nein,2016-04-04 0:00,0,49328,2016-04-07 0:45
2500,test,kombi,2005,Manual,97,combo,150000,12,cng,opel,nein,2016-03-12 0:00,0,98724,2016-03-12 11:48
2004,test,limousine,2004,Manual,98,almera,150000,5,benzin,nissan,nein,2016-03-19 0:00,0,45279,2016-04-06 7:17
1700,test,limousine,2004,Manual,0,mondeo,150000,9,diesel,ford,,2016-03-12 0:00,0,53520,2016-03-12 18:44
2500,test,limousine,1996,Automatic,150,c_klasse,150000,5,diesel,mercedes_benz,nein,2016-03-26 0:00,0,35789,2016-04-07 0:17
18500,control,coupe,2002,Manual,231,z_reihe,150000,4,benzin,bmw,nein,2016-03-28 0:00,0,74547,2016-04-07 6:16
17990,test,kombi,2015,Manual,105,octavia,5000,7,diesel,skoda,nein,2016-03-20 0:00,0,38300,2016-03-23 7:48
17900,test,cabrio,2006,Automatic,272,slk,80000,5,benzin,mercedes_benz,nein,2016-03-24 0:00,0,77704,2016-04-07 13:15
2999,control,cabrio,1991,Manual,116,mx_reihe,150000,2,benzin,mazda,nein,2016-03-12 0:00,0,67071,2016-03-19 18:15
3999,control,kleinwagen,2007,Manual,80,polo,150000,9,benzin,volkswagen,,2016-03-05 0:00,0,63225,2016-03-06 17:31
10900,test,kombi,2011,Automatic,105,ibiza,30000,1,benzin,seat,nein,2016-03-29 0:00,0,30455,2016-03-31 3:15
3333,control,cabrio,1995,Manual,193,3er,150000,11,benzin,bmw,,2016-03-22 0:00,0,84100,2016-03-23 4:46
1500,test,kombi,2004,Manual,101,focus,150000,5,diesel,ford,nein,2016-03-25 0:00,0,26954,2016-03-25 19:46
9000,test,bus,2012,Manual,163,andere,70000,2,diesel,volkswagen,nein,2016-03-20 0:00,0,57539,2016-03-20 21:41
1800,test,kleinwagen,2001,Manual,59,corsa,150000,2,benzin,opel,,2016-03-14 0:00,0,84570,2016-03-29 5:17
9100,control,limousine,2006,Manual,150,3er,100000,10,benzin,bmw,nein,2016-03-12 0:00,0,82327,2016-03-31 10:17
595,test,kleinwagen,2000,Manual,75,2_reihe,150000,9,benzin,peugeot,nein,2016-04-02 0:00,0,70190,2016-04-04 21:15
549,control,kleinwagen,2001,Manual,60,ka,150000,11,benzin,ford,nein,2016-03-26 0:00,0,97461,2016-03-31 12:46
5500,test,limousine,1998,Automatic,284,andere,150000,2,benzin,jaguar,nein,2016-03-25 0:00,0,20355,2016-04-07 3:46
4500,control,limousine,2004,Manual,150,superb,125000,4,benzin,skoda,nein,2016-04-04 0:00,0,6193,2016-04-07 10:16
3600,test,cabrio,1996,Automatic,150,3er,150000,2,lpg,bmw,nein,2016-03-19 0:00,0,91085,2016-04-06 18:48
4500,control,kleinwagen,2007,Manual,68,aygo,80000,12,benzin,toyota,nein,2016-03-28 0:00,0,24629,2016-03-30 6:18
800,test,limousine,1993,Manual,66,golf,150000,7,benzin,volkswagen,,2016-03-24 0:00,0,82490,2016-04-07 7:45
12690,test,limousine,2010,Manual,160,leon,60000,9,benzin,seat,nein,2016-03-23 0:00,0,21365,2016-04-05 11:18
2500,control,limousine,1999,Manual,117,3er,150000,9,lpg,bmw,,2016-03-27 0:00,0,40595,2016-04-07 14:56
11490,test,limousine,2011,Manual,141,qashqai,90000,3,benzin,nissan,nein,2016-04-01 0:00,0,25764,2016-04-07 7:45
16500,control,limousine,2011,Automatic,211,golf,60000,6,benzin,volkswagen,nein,2016-03-08 0:00,0,94474,2016-03-11 7:17
550,control,kleinwagen,1990,Manual,60,andere,125000,5,benzin,citroen,nein,2016-04-04 0:00,0,2694,2016-04-06 23:17
23000,test,kleinwagen,2015,Automatic,192,polo,10000,10,benzin,volkswagen,nein,2016-03-12 0:00,0,90542,2016-04-07 12:45
16500,control,bus,2012,Automatic,150,alhambra,50000,5,benzin,seat,nein,2016-04-04 0:00,0,90518,2016-04-06 12:17
6000,test,limousine,2009,Manual,90,astra,90000,6,benzin,opel,nein,2016-03-10 0:00,0,91171,2016-04-07 7:44
18750,test,limousine,2011,Manual,140,q3,60000,12,diesel,audi,nein,2016-04-02 0:00,0,72401,2016-04-02 22:39
14500,control,kombi,2012,Automatic,122,octavia,50000,2,benzin,skoda,nein,2016-03-15 0:00,0,9399,2016-04-06 10:15
5000,control,cabrio,1992,Automatic,0,golf,150000,4,benzin,volkswagen,nein,2016-03-27 0:00,0,50823,2016-04-07 11:44
1350,test,limousine,2001,Manual,75,astra,150000,3,diesel,opel,nein,2016-03-25 0:00,0,32689,2016-03-25 19:42
2400,control,coupe,2004,Manual,150,3er,150000,3,diesel,bmw,nein,2016-03-08 0:00,0,94365,2016-03-08 13:37
999,control,kleinwagen,1999,Manual,0,lupo,150000,12,diesel,volkswagen,,2016-03-29 0:00,0,26789,2016-04-02 1:16
2500,control,cabrio,2000,Manual,110,mx_reihe,150000,6,,mazda,,2016-03-22 0:00,0,56470,2016-04-06 22:45
1250,test,limousine,2003,Manual,103,stilo,100000,3,benzin,fiat,ja,2016-03-20 0:00,0,63322,2016-03-24 5:45
999,control,coupe,2000,Manual,54,astra,150000,0,benzin,opel,,2016-03-29 0:00,0,12305,2016-04-06 1:16
4500,control,limousine,2002,Automatic,193,5er,150000,8,diesel,bmw,nein,2016-04-06 0:00,0,63065,2016-04-06 15:25
6500,test,bus,2005,Manual,136,andere,125000,4,diesel,mazda,nein,2016-03-14 0:00,0,90482,2016-04-05 12:47
3290,test,kleinwagen,2004,Manual,101,polo,150000,6,diesel,volkswagen,nein,2016-03-20 0:00,0,87437,2016-03-28 20:15
999,control,kombi,1996,Manual,140,v40,150000,0,benzin,volvo,,2016-03-17 0:00,0,96052,2016-03-22 21:49
2000,test,limousine,1999,Manual,101,bora,150000,6,benzin,volkswagen,ja,2016-04-01 0:00,0,36381,2016-04-07 14:56
4700,test,kombi,2007,Manual,116,a4,150000,6,diesel,audi,nein,2016-03-21 0:00,0,19370,2016-03-21 9:41
14500,test,limousine,2011,Automatic,0,a6,125000,12,diesel,audi,ja,2016-04-04 0:00,0,65197,2016-04-04 23:25
3199,test,coupe,1993,Manual,174,,150000,5,benzin,volkswagen,,2016-03-20 0:00,0,56281,2016-04-02 0:48
500,control,limousine,1999,Manual,75,escort,125000,2,benzin,ford,nein,2016-03-21 0:00,0,53111,2016-04-03 1:47
20800,control,limousine,2012,Automatic,204,c_klasse,100000,5,benzin,mercedes_benz,nein,2016-03-07 0:00,0,71711,2016-03-26 2:47
3100,control,limousine,2002,Manual,143,3er,150000,6,benzin,bmw,nein,2016-03-16 0:00,0,33102,2016-03-20 16:20
2100,test,bus,2003,Manual,107,andere,150000,6,diesel,citroen,nein,2016-03-09 0:00,0,82069,2016-04-05 20:46
5350,control,kleinwagen,2008,Manual,69,justy,20000,11,benzin,subaru,nein,2016-03-24 0:00,0,64686,2016-04-07 0:17
500,test,kombi,2001,Manual,90,megane,150000,1,benzin,renault,ja,2016-04-05 0:00,0,17235,2016-04-05 8:38
600,test,kleinwagen,2000,Manual,60,corsa,125000,2,benzin,opel,ja,2016-03-24 0:00,0,86492,2016-04-05 0:18
12500,control,kombi,2011,Manual,170,passat,150000,10,diesel,volkswagen,nein,2016-03-20 0:00,0,91322,2016-04-01 0:16
899,test,,2000,Manual,101,zafira,150000,3,,opel,nein,2016-03-31 0:00,0,47137,2016-04-06 5:16
6999,test,kleinwagen,2013,Manual,60,citigo,30000,5,benzin,skoda,nein,2016-04-01 0:00,0,13125,2016-04-05 14:17
11499,control,limousine,2007,Automatic,143,1er,150000,10,diesel,bmw,nein,2016-03-06 0:00,0,94315,2016-03-07 18:18
999,control,kombi,1991,Manual,45,polo,150000,0,benzin,volkswagen,nein,2016-03-27 0:00,0,21493,2016-04-07 11:17
69900,test,coupe,1984,Manual,231,911,125000,1,benzin,porsche,nein,2016-03-25 0:00,0,86316,2016-04-01 3:46
900,test,kombi,1998,Manual,101,vectra,150000,4,benzin,opel,nein,2016-04-02 0:00,0,44269,2016-04-06 13:17
500,test,kleinwagen,1996,Manual,0,polo,125000,1,,volkswagen,ja,2016-03-14 0:00,0,33129,2016-03-29 15:16
11399,control,kombi,2010,Automatic,190,a4,150000,5,diesel,audi,nein,2016-03-21 0:00,0,40721,2016-03-24 5:44
1300,test,kleinwagen,2003,Manual,86,punto,150000,3,diesel,fiat,,2016-04-04 0:00,0,76661,2016-04-07 1:16
600,test,limousine,1991,Manual,116,passat,150000,4,benzin,volkswagen,nein,2016-03-14 0:00,0,89426,2016-04-05 23:16
500,control,kombi,1998,Automatic,193,5er,150000,3,benzin,bmw,ja,2016-03-07 0:00,0,19417,2016-03-08 12:18
7500,control,kombi,2004,Manual,131,a4,150000,7,diesel,audi,nein,2016-03-19 0:00,0,85055,2016-03-24 0:46
2499,control,bus,2005,Manual,82,kangoo,125000,11,diesel,renault,nein,2016-03-12 0:00,0,91301,2016-04-06 12:45
6000,test,cabrio,1995,Manual,193,3er,150000,3,benzin,bmw,nein,2016-03-12 0:00,0,81675,2016-03-31 2:16
13990,test,limousine,2013,Manual,105,golf,60000,3,diesel,volkswagen,nein,2016-03-20 0:00,0,90425,2016-03-27 12:44
19900,control,cabrio,2001,Automatic,306,sl,90000,10,benzin,mercedes_benz,nein,2016-03-28 0:00,0,99842,2016-04-07 3:44
13800,control,kleinwagen,2014,Manual,110,polo,20000,8,benzin,volkswagen,nein,2016-03-07 0:00,0,7989,2016-03-14 8:17
4444,control,coupe,2002,Manual,130,c_klasse,125000,3,benzin,mercedes_benz,nein,2016-03-05 0:00,0,85238,2016-03-12 16:17
2750,control,limousine,2001,Manual,118,3er,125000,3,benzin,bmw,nein,2016-04-02 0:00,0,71069,2016-04-06 14:45
23999,test,suv,2009,Automatic,224,m_klasse,150000,9,diesel,mercedes_benz,nein,2016-03-16 0:00,0,18195,2016-03-22 22:19
4195,control,limousine,2005,Manual,140,passat,150000,5,diesel,volkswagen,nein,2016-03-15 0:00,0,54570,2016-04-07 11:44
6500,control,limousine,2006,Manual,0,jetta,125000,12,diesel,volkswagen,nein,2016-04-03 0:00,0,8056,2016-04-05 19:18
2999,test,kombi,1996,Manual,150,a4,150000,8,benzin,audi,nein,2016-04-01 0:00,0,51545,2016-04-07 8:15
4800,control,cabrio,2004,Manual,135,megane,100000,4,benzin,renault,nein,2016-04-02 0:00,0,34376,2016-04-06 16:46
1700,control,bus,1997,Automatic,148,andere,150000,11,lpg,ford,nein,2016-04-03 0:00,0,56070,2016-04-05 12:11
13800,test,cabrio,2008,Manual,177,3er,150000,4,diesel,bmw,nein,2016-03-23 0:00,0,54655,2016-04-06 4:15
8500,test,kleinwagen,2012,Manual,102,twingo,30000,10,benzin,renault,nein,2016-04-03 0:00,0,72631,2016-04-05 21:16
650,test,kombi,1993,Manual,131,,150000,3,benzin,volvo,,2016-03-11 0:00,0,35444,2016-03-22 5:15
1950,control,kleinwagen,2002,Manual,58,corsa,125000,5,benzin,opel,nein,2016-03-16 0:00,0,35428,2016-03-24 17:17
2500,test,coupe,1990,Automatic,140,,150000,9,benzin,sonstige_autos,nein,2016-03-09 0:00,0,35578,2016-03-15 8:15
7800,control,kleinwagen,2007,Manual,120,cooper,150000,10,benzin,mini,nein,2016-03-22 0:00,0,85276,2016-03-24 22:48
7300,control,limousine,2002,Automatic,272,7er,150000,7,benzin,bmw,nein,2016-03-15 0:00,0,31319,2016-03-21 18:15
30900,test,limousine,2015,Automatic,175,6_reihe,20000,6,diesel,mazda,nein,2016-04-03 0:00,0,63808,2016-04-05 22:47
